Ammonia MQ135,Co2,Alcohol,Methane,Hydrogen Sulfide,LPG,Hydrogen,Ammonia MQ137,label,Time,TVC
3.85,605.18,15080.62,5379.79,26.23,6.98,156.3,0.38,2,6.620277778,4.4066
3.85,605.18,15010.9,5372.66,28.02,6.99,156.45,0.38,2,6.620555556,4.4066
3.86,605.18,15057.34,5394.09,27.63,6.98,156.53,0.38,2,6.620833333,4.4066
3.91,605.18,15103.95,5415.61,27.85,6.98,156.45,0.38,2,6.621111111,4.4066
3.85,605.18,14964.61,5379.79,27.74,7.01,156.45,0.38,2,6.621388889,4.4066
4.1,605.18,15244.78,5379.79,27.85,6.97,156.53,0.36,2,6.621666667,4.4066
3.87,605.18,14421.81,5379.79,27.47,6.94,156.45,0.38,2,6.621944444,4.4066
3.85,605.18,15103.95,5386.94,27.8,6.88,156.38,0.38,2,6.622222222,4.4066
3.86,605.18,15057.34,5394.09,27.85,6.91,156.45,0.38,2,6.6225,4.4066
3.84,605.18,15057.34,5394.09,27.69,6.99,156.3,0.38,2,6.622777778,4.4066
3.85,605.18,15080.62,5394.09,27.91,6.89,156.3,0.38,2,6.623055556,4.4066
3.86,605.18,15150.72,5379.79,27.85,6.9,156.53,0.37,2,6.623333333,4.4066
3.87,605.18,15103.95,5394.09,28.02,6.82,156.68,0.38,2,6.623611111,4.4066
3.9,605.18,15080.62,5379.79,27.96,6.89,156.53,0.38,2,6.623888889,4.4066
3.94,605.18,15103.95,5386.94,27.85,6.93,156.38,0.38,2,6.624166667,4.4066
4.06,605.18,15174.17,5386.94,27.74,6.9,156.45,0.38,2,6.624444444,4.4066
3.93,605.18,15103.95,5394.09,27.8,6.94,156.45,0.38,2,6.624722222,4.4066
3.92,605.18,15103.95,5365.53,27.8,6.93,156.83,0.37,2,6.625,4.4066
3.46,605.18,15057.34,5394.09,27.91,6.9,156.53,0.38,2,6.625277778,4.4066
3.85,605.18,14202.32,5408.43,27.91,6.91,156.45,0.38,2,6.625555556,4.4066
3.86,605.18,15823.36,5394.09,28.02,6.94,156.53,0.38,2,6.625833333,4.4066
3.9,605.18,15103.95,5401.25,27.96,6.91,156.53,0.37,2,6.626111111,4.4066
3.89,605.18,15103.95,5386.94,27.3,6.9,156.53,0.38,2,6.626388889,4.4066
3.87,605.18,15174.17,5394.09,27.96,6.91,156.38,0.38,2,6.626666667,4.4066
3.87,605.18,15150.72,5372.66,27.85,6.88,156.68,0.38,2,6.626944444,4.4066
3.89,605.18,15103.95,5451.65,27.91,6.91,156.53,0.38,2,6.627222222,4.4066
3.87,605.18,15127.33,5394.09,27.8,6.72,156.53,0.38,2,6.6275,4.4066
3.85,605.18,15080.62,5394.09,27.91,6.78,156.6,0.37,2,6.627777778,4.4066
3.6,605.18,15150.72,5379.79,27.25,6.95,156.75,0.38,2,6.628055556,4.4066
3.91,605.18,15103.95,5386.94,27.96,6.94,155.63,0.38,2,6.628333333,4.4066
3.87,605.18,15057.34,5379.79,27.74,6.93,156.75,0.38,2,6.628611111,4.4066
3.84,605.18,15103.95,5401.25,27.96,6.85,156.38,0.37,2,6.628888889,4.4066
3.88,605.18,15103.95,5379.79,27.8,6.9,156.68,0.38,2,6.629166667,4.4066
3.96,605.18,15150.72,5379.79,27.69,6.95,156.6,0.38,2,6.629444444,4.4066
3.83,605.18,15010.9,5351.3,27.91,6.91,156.38,0.38,2,6.629722222,4.4066
3.84,605.18,13463.62,5386.94,27.8,6.91,156.45,0.38,2,6.63,4.4066
3.86,605.18,15103.95,5394.09,27.69,6.9,157.73,0.37,2,6.630277778,4.4066
3.89,605.18,15057.34,5394.09,27.91,6.95,156.53,0.37,2,6.630555556,4.4066
3.89,605.18,15174.17,5351.3,27.08,6.93,156.68,0.38,2,6.630833333,4.4066
3.95,605.18,15174.17,5394.09,28.13,6.86,156.6,0.43,2,6.631111111,4.4066
3.85,605.18,15034.1,5422.8,27.96,6.91,156.38,0.37,2,6.631388889,4.4066
3.81,605.18,15127.33,5394.09,27.91,7.29,156.68,0.38,2,6.631666667,4.4066
3.71,605.18,15197.67,5394.09,27.8,6.86,156.68,0.38,2,6.631944444,4.4066
3.85,605.18,15103.95,5386.94,27.8,6.89,156.6,0.38,2,6.632222222,4.4066
3.8,605.18,15010.9,5394.09,27.69,6.93,156.45,0.38,2,6.6325,4.4066
3.79,605.18,15080.62,5379.79,27.8,6.88,156.3,0.38,2,6.632777778,4.4066
3.84,605.18,15150.72,5415.61,27.74,6.9,156.38,0.37,2,6.633055556,4.4066
3.85,605.18,15057.34,5386.94,27.85,6.88,156.6,0.32,2,6.633333333,4.4066
3.87,605.18,15127.33,5394.09,27.8,6.89,156.38,0.38,2,6.633611111,4.4066
3.86,605.18,15080.62,5386.94,27.63,6.88,156.45,0.38,2,6.633888889,4.4066
3.9,605.18,15103.95,5394.09,27.85,6.91,156.45,0.39,2,6.634166667,4.4066
3.85,605.18,15057.34,5401.25,27.74,6.85,156.3,0.38,2,6.634444444,4.4066
3.87,605.18,15127.33,5394.09,27.85,6.88,156.6,0.37,2,6.634722222,4.4066
3.84,605.18,15150.72,5386.94,27.74,6.88,156.53,0.36,2,6.635,4.4066
4.32,605.18,14987.73,5408.43,27.85,6.85,156.45,0.38,2,6.635277778,4.4066
3.99,605.18,15676.38,5408.43,27.96,6.89,156.53,0.38,2,6.635555556,4.4066
3.9,605.18,14872.54,5408.43,27.85,6.72,156.53,0.38,2,6.635833333,4.4066
3.93,605.18,15150.72,5386.94,27.96,6.86,156.68,0.39,2,6.636111111,4.4066
3.95,605.18,15197.67,5401.25,28.36,6.88,156.68,0.37,2,6.636388889,4.4066
3.95,605.18,15103.95,5394.09,27.91,6.89,156.45,0.39,2,6.636666667,4.4066
3.94,605.18,15103.95,5386.94,27.85,6.91,156.53,0.36,2,6.636944444,4.4066
3.87,605.18,15103.95,5087.57,27.69,6.84,156.68,0.38,2,6.637222222,4.4066
3.87,605.18,15150.72,5386.94,27.63,6.86,156.53,0.38,2,6.6375,4.4066
3.81,605.18,15103.95,5408.43,27.96,6.89,156.6,0.38,2,6.637777778,4.4066
3.9,605.18,15150.72,5394.09,27.96,6.84,156.68,0.38,2,6.638055556,4.4066
4.01,605.18,15127.33,5386.94,27.91,6.89,156.68,0.38,2,6.638333333,4.4066
3.7,605.18,15150.72,5408.43,27.96,6.91,156.45,0.38,2,6.638611111,4.4066
3.61,605.18,15174.17,5394.09,27.74,6.88,156.68,0.38,2,6.638888889,4.4066
3.57,605.18,15150.72,5386.94,28.08,6.89,156.45,0.38,2,6.639166667,4.4066
3.48,605.18,15080.62,5401.25,28.02,6.86,156.53,0.38,2,6.639444444,4.4066
3.62,605.18,15197.67,5401.25,27.91,6.84,156.38,0.38,2,6.639722222,4.4066
3.61,605.18,15150.72,5401.25,27.91,6.84,156.6,0.38,2,6.64,4.4066
3.61,605.18,15080.62,5365.53,27.69,6.85,156.53,0.39,2,6.640277778,4.4066
3.61,605.18,15150.72,5408.43,27.85,6.84,156.6,0.39,2,6.640555556,4.4066
3.63,605.18,15080.62,5401.25,27.69,6.89,156.38,0.38,2,6.640833333,4.4066
3.63,605.18,15150.72,5379.79,27.74,6.85,156.45,0.38,2,6.641111111,4.4066
3.63,605.18,15057.34,5394.09,27.91,6.88,156.6,0.37,2,6.641388889,4.4066
3.63,605.18,15103.95,5394.09,28.02,6.94,156.53,0.39,2,6.641666667,4.4066
3.63,605.18,15127.33,5386.94,27.8,6.78,156.45,0.38,2,6.641944444,4.4066
3.64,605.18,14918.5,5372.66,27.52,6.82,156.45,0.38,2,6.642222222,4.4066
3.62,605.18,14987.73,5379.79,27.91,6.84,156.68,0.38,2,6.6425,4.4066
3.63,605.18,15057.34,5394.09,27.8,6.84,156.53,0.38,2,6.642777778,4.4066
3.65,605.18,15057.34,5386.94,27.96,6.78,156.45,0.38,2,6.643055556,4.4066
3.64,605.18,14987.73,5401.25,27.85,6.82,156.6,0.38,2,6.643333333,4.4066
3.63,605.18,15057.34,5386.94,27.74,6.81,156.38,0.38,2,6.643611111,4.4066
3.63,605.18,15103.95,5386.94,27.74,6.81,156.53,0.38,2,6.643888889,4.4066
3.69,605.18,15103.95,5394.09,27.74,6.8,156.53,0.38,2,6.644166667,4.4066
3.64,605.18,15150.72,5372.66,27.91,6.85,156.53,0.38,2,6.644444444,4.4066
3.64,605.18,15103.95,5401.25,27.96,6.84,156.9,0.38,2,6.644722222,4.4066
3.64,605.18,15080.62,5344.2,28.08,6.79,156.53,0.38,2,6.645,4.4066
3.71,605.18,15103.95,5379.79,27.8,6.79,156.6,0.38,2,6.645277778,4.4066
3.77,605.18,15080.62,5394.09,27.8,6.82,156.45,0.38,2,6.645555556,4.4066
3.77,605.18,15339.49,5401.25,27.8,6.86,156.6,0.36,2,6.645833333,4.4066
3.76,605.18,15080.62,5394.09,28.13,6.82,156.53,0.38,2,6.646111111,4.4066
3.74,605.18,15057.34,5394.09,27.69,6.81,157.35,0.38,2,6.646388889,4.4066
3.76,605.18,15103.95,5394.09,27.85,6.84,157.28,0.37,2,6.646666667,4.4066
3.8,605.18,15150.72,5401.25,27.63,6.89,156.6,0.38,2,6.646944444,4.4066
3.86,605.18,15127.33,5408.43,27.74,6.79,156.68,0.38,2,6.647222222,4.4066
3.89,605.18,15057.34,5627.82,27.91,6.88,156.45,0.38,2,6.6475,4.4066
3.89,605.18,15057.34,5408.43,28.08,6.82,156.75,0.38,2,6.647777778,4.4066
3.9,605.18,15103.95,5386.94,28.02,6.81,156.68,0.38,2,6.648055556,4.4066
4.06,605.18,15057.34,5394.09,27.96,6.89,156.45,0.38,2,6.648333333,4.4066
3.81,605.18,15103.95,5386.94,27.96,6.84,156.6,0.38,2,6.648611111,4.4066
3.78,605.18,15103.95,5394.09,27.85,6.86,156.68,0.37,2,6.648888889,4.4066
3.67,605.18,15103.95,5408.43,27.41,6.85,156.68,0.38,2,6.649166667,4.4066
3.67,605.18,15150.72,5386.94,27.85,6.82,156.75,0.38,2,6.649444444,4.4066
3.63,605.18,15922.21,5408.43,27.74,6.82,156.38,0.38,2,6.649722222,4.4066
3.61,605.18,15530.97,5379.79,27.96,6.82,156.75,0.38,2,6.65,4.4066
3.59,605.18,15197.67,5379.79,27.96,7.72,156.53,0.38,2,6.650277778,4.4066
3.61,605.18,15127.33,5386.94,27.8,6.82,156.68,0.38,2,6.650555556,4.4066
3.63,605.18,15150.72,5386.94,28.08,6.84,156.6,0.38,2,6.650833333,4.4066
3.63,605.18,15127.33,5394.09,27.96,6.79,156.6,0.39,2,6.651111111,4.4066
3.64,605.18,15127.33,5379.79,27.91,6.84,156.68,0.38,2,6.651388889,4.4066
3.61,605.18,15127.33,5408.43,27.8,6.85,156.45,0.43,2,6.651666667,4.4066
3.64,605.18,15103.95,5386.94,27.8,6.81,156.45,0.38,2,6.651944444,4.4066
3.68,605.18,15150.72,5386.94,27.91,6.79,156.38,0.38,2,6.652222222,4.4066
3.59,605.18,15103.95,5394.09,27.8,6.79,156.53,0.38,2,6.6525,4.4066
3.78,605.18,15127.33,5415.61,27.69,6.82,156.45,0.38,2,6.652777778,4.4066
3.78,605.18,15080.62,5408.43,27.96,6.81,156.45,0.38,2,6.653055556,4.4066
3.75,605.18,15103.95,5386.94,27.96,6.82,156.68,0.38,2,6.653333333,4.4066
3.7,605.18,15150.72,5386.94,27.8,6.81,156.38,0.39,2,6.653611111,4.4066
3.77,605.18,16147.28,5401.25,27.85,6.77,156.38,0.37,2,6.653888889,4.4066
3.78,605.18,15268.39,5386.94,27.91,6.8,156.68,0.38,2,6.654166667,4.4066
3.83,605.18,15174.17,5401.25,27.85,6.79,156.45,0.38,2,6.654444444,4.4066
3.77,605.18,15103.95,5408.43,27.96,6.81,156.68,0.38,2,6.654722222,4.4066
3.84,605.18,15080.62,5394.09,27.96,6.82,156.6,0.38,2,6.655,4.4066
3.86,605.18,15127.33,5386.94,27.85,6.82,156.45,0.37,2,6.655277778,4.4066
3.82,605.18,15197.67,5386.94,27.91,6.79,156.68,0.38,2,6.655555556,4.4066
3.81,605.18,15127.33,5401.25,28.36,6.79,156.6,0.38,2,6.655833333,4.4066
3.8,605.18,15103.95,5401.25,27.74,6.82,156.83,0.38,2,6.656111111,4.4066
3.83,605.18,15339.49,5401.25,27.74,6.8,156.68,0.38,2,6.656388889,4.4066
3.84,605.18,15174.17,5422.8,27.96,6.84,156.45,0.38,2,6.656666667,4.4066
3.78,605.18,15150.72,5408.43,28.02,6.84,156.6,0.38,2,6.656944444,4.4066
3.78,605.18,15268.39,5415.61,27.85,6.85,156.6,0.38,2,6.657222222,4.4066
3.77,605.18,15174.17,5408.43,28.08,6.76,156.68,0.38,2,6.6575,4.4066
3.8,605.18,15150.72,5408.43,27.96,6.82,156.83,0.38,2,6.657777778,4.4066
3.8,605.18,15150.72,5437.21,27.91,6.82,156.68,0.37,2,6.658055556,4.4066
3.85,605.18,15197.67,5401.25,27.8,6.82,156.53,0.39,2,6.658333333,4.4066
3.82,605.18,15150.72,5415.61,27.96,6.82,157.13,0.38,2,6.658611111,4.4066
3.86,605.18,15197.67,5408.43,27.96,6.78,159.34,0.39,2,6.658888889,4.4066
3.87,605.18,15221.2,5401.25,27.96,6.84,156.83,0.38,2,6.659166667,4.4066
3.87,605.18,15197.67,5430,27.85,6.86,156.98,0.38,2,6.659444444,4.4066
3.87,605.18,15197.67,5408.43,28.08,6.8,156.9,0.38,2,6.659722222,4.4066
3.8,605.18,15244.78,5422.8,27.91,6.82,156.9,0.38,2,6.66,4.4066
3.88,605.18,15103.95,5394.09,28.08,6.77,156.75,0.38,2,6.660277778,4.4066
3.9,605.18,15244.78,5408.43,27.96,6.87,156.9,0.38,2,6.660555556,4.4066
3.7,605.18,15174.17,5386.94,27.85,6.84,156.53,0.38,2,6.660833333,4.4066
3.6,605.18,15150.72,5401.25,28.02,6.86,155.19,0.38,2,6.661111111,4.4066
3.64,605.18,15197.67,5101.14,28.19,6.87,156.68,0.38,2,6.661388889,4.4066
3.64,605.18,15197.67,5217.87,28.02,6.88,156.68,0.4,2,6.661666667,4.4066
3.7,605.18,15174.17,5408.43,27.85,6.84,156.83,0.38,2,6.661944444,4.4066
3.7,605.18,15174.17,5401.25,28.13,6.74,156.83,0.38,2,6.662222222,4.4066
3.76,605.18,15174.17,5394.09,28.02,6.85,156.53,0.38,2,6.6625,4.4066
3.78,605.18,15150.72,5408.43,28.02,6.81,156.6,0.38,2,6.662777778,4.4066
3.68,605.18,15150.72,5408.43,27.8,6.85,156.83,0.39,2,6.663055556,4.4066
3.75,605.18,15150.72,5401.25,27.85,6.82,156.45,0.38,2,6.663333333,4.4066
3.76,605.18,15103.95,5401.25,27.85,6.84,156.68,0.38,2,6.663611111,4.4066
3.76,605.18,15150.72,5401.25,27.74,6.82,156.83,0.38,2,6.663888889,4.4066
3.71,605.18,15197.67,5408.43,27.96,6.82,156.75,0.38,2,6.664166667,4.4066
3.78,605.18,14964.61,5422.8,28.25,6.86,156.98,0.38,2,6.664444444,4.4066
3.77,605.18,14533.01,5379.79,27.91,6.9,156.83,0.38,2,6.664722222,4.4066
3.8,605.18,15197.67,5394.09,28.02,6.87,157.05,0.37,2,6.665,4.4066
3.81,605.18,15103.95,5394.09,27.69,6.79,157.81,0.38,2,6.665277778,4.4066
3.84,605.18,15197.67,5517.1,27.96,6.85,156.75,0.38,2,6.665555556,4.4066
3.85,605.18,15174.17,5408.43,27.8,6.88,156.68,0.38,2,6.665833333,4.4066
3.86,605.18,15150.72,5401.25,27.74,6.81,156.83,0.37,2,6.666111111,4.4066
3.54,605.18,15197.67,5422.8,27.91,6.82,156.6,0.38,2,6.666388889,4.4066
3.87,605.18,15221.2,5408.43,27.96,6.87,157.13,0.38,2,6.666666667,4.4066
4.06,605.18,14941.54,5422.8,28.02,6.82,156.98,0.38,2,6.666944444,4.4066
3.54,605.18,15221.2,5408.43,27.8,6.84,156.6,0.38,2,6.667222222,4.4066
3.91,605.18,15221.2,5408.43,27.96,6.89,156.38,0.38,2,6.6675,4.4066
3.76,605.18,15150.72,5408.43,27.96,6.77,156.9,0.38,2,6.667777778,4.4066
3.66,605.18,15150.72,5408.43,27.91,6.82,156.83,0.38,2,6.668055556,4.4066
3.76,605.18,15197.67,5415.61,27.96,6.86,157.13,0.36,2,6.668333333,4.4066
3.76,605.18,15150.72,5401.25,28.02,6.86,157.05,0.38,2,6.668611111,4.4066
3.8,605.18,15292.05,5422.8,28.13,6.88,157.35,0.38,2,6.668888889,4.4066
4.2,605.18,15197.67,5422.8,28.13,6.82,156.6,0.38,2,6.669166667,4.4066
3.93,605.18,15127.33,5401.25,27.96,6.82,156.83,0.38,2,6.669444444,4.4066
3.72,605.18,15150.72,5394.09,28.08,6.81,156.83,0.38,2,6.669722222,4.4066
3.63,605.18,15150.72,5401.25,27.91,6.81,156.9,0.37,2,6.67,4.4066
3.59,605.18,15244.78,5444.43,27.58,6.81,156.45,0.38,2,6.670277778,4.4066
3.77,605.18,15387.11,5422.8,27.96,6.79,156.83,0.38,2,6.670555556,4.4066
3.6,605.18,15774.2,5415.61,27.85,6.74,156.83,0.39,2,6.670833333,4.4066
3.59,605.18,15103.95,5408.43,27.96,6.47,157.13,0.38,2,6.671111111,4.4066
3.61,605.18,15197.67,5408.43,27.91,6.78,156.38,0.38,2,6.671388889,4.4066
3.59,605.18,15174.17,5408.43,27.91,6.76,156.75,0.38,2,6.671666667,4.4066
3.62,605.18,15174.17,5408.43,27.85,6.8,156.75,0.38,2,6.671944444,4.4066
3.6,605.18,15103.95,5401.25,27.91,6.78,156.83,0.37,2,6.672222222,4.4066
3.6,605.18,15197.67,5517.1,27.85,6.78,156.68,0.38,2,6.6725,4.4066
3.6,605.18,15244.78,5422.8,27.96,6.75,156.83,0.38,2,6.672777778,4.4066
3.92,605.18,15221.2,5437.21,28.02,6.77,156.83,0.38,2,6.673055556,4.4066
3.85,605.18,15197.67,5422.8,28.08,6.79,157.5,0.38,2,6.673333333,4.4066
3.61,605.18,15197.67,5437.21,27.96,6.81,156.83,0.39,2,6.673611111,4.4066
3.61,605.18,15221.2,5422.8,28.02,6.78,156.83,0.38,2,6.673888889,4.4066
3.63,605.18,15197.67,5415.61,27.96,6.79,156.68,0.38,2,6.674166667,4.4066
3.71,605.18,15150.72,5408.43,27.91,6.84,156.68,0.38,2,6.674444444,4.4066
3.6,605.18,15197.67,5437.21,27.91,6.79,156.98,0.39,2,6.674722222,4.4066
3.61,605.18,15197.67,5394.09,28.02,6.77,156.75,0.38,2,6.675,4.4066
3.63,605.18,15197.67,5415.61,27.91,6.81,156.53,0.37,2,6.675277778,4.4066
3.62,605.18,15268.39,5415.61,28.08,6.8,156.83,0.38,2,6.675555556,4.4066
3.63,605.18,15150.72,5437.21,28.19,6.75,157.05,0.38,2,6.675833333,4.4066
3.68,605.18,15197.67,5466.13,27.91,6.76,156.68,0.38,2,6.676111111,4.4066
3.62,605.18,15150.72,5422.8,27.96,6.75,156.68,0.37,2,6.676388889,4.4066
3.64,605.18,15174.17,5408.43,28.08,6.8,156.83,0.38,2,6.676666667,4.4066
3.62,605.18,15197.67,5422.8,27.85,6.69,156.83,0.38,2,6.676944444,4.4066
4.65,605.18,15174.17,5401.25,28.08,6.77,157.88,0.39,2,6.677222222,4.4066
3.63,605.18,15197.67,5408.43,28.08,6.77,156.75,0.38,2,6.6775,4.4066
3.63,605.18,15197.67,5408.43,27.96,6.77,156.45,0.38,2,6.677777778,4.4066
3.61,605.18,15150.72,5408.43,28.02,6.81,156.75,0.38,2,6.678055556,4.4066
3.63,605.18,15244.78,5401.25,27.91,6.77,156.98,0.4,2,6.678333333,4.4066
3.63,605.18,15197.67,5415.61,27.96,6.8,156.83,0.38,2,6.678611111,4.4066
3.61,605.18,15150.72,5422.8,28.25,6.78,157.13,0.38,2,6.678888889,4.4066
3.62,605.18,15197.67,5430,28.13,6.9,157.66,0.38,2,6.679166667,4.4066
3.63,605.18,15197.67,5422.8,28.08,6.78,156.83,0.38,2,6.679444444,4.4066
3.63,605.18,15244.78,5437.21,27.96,6.77,156.98,0.38,2,6.679722222,4.4066
3.63,605.18,15221.2,5458.89,28.13,6.79,156.9,0.38,2,6.68,4.4066
3.71,605.18,15103.95,5415.61,28.13,6.94,156.83,0.37,2,6.680277778,4.4066
3.49,605.18,15174.17,5415.61,28.88,6.76,157.05,0.38,2,6.680555556,4.4066
3.63,605.18,15244.78,5437.21,28.02,6.72,157.05,0.38,2,6.680833333,4.4066
3.66,605.18,14555.37,5401.25,27.96,6.76,156.83,0.38,2,6.681111111,4.4066
3.61,605.18,15150.72,5408.43,28.08,6.76,156.75,0.38,2,6.681388889,4.4066
3.61,605.18,15150.72,5415.61,28.02,6.76,157.58,0.38,2,6.681666667,4.4066
3.63,605.18,15197.67,5415.61,27.96,6.76,156.83,0.38,2,6.681944444,4.4066
3.66,605.18,15197.67,5401.25,27.63,6.77,156.83,0.38,2,6.682222222,4.4066
3.68,605.18,15197.67,5408.43,28.02,6.75,156.83,0.38,2,6.6825,4.4066
3.63,605.18,15197.67,5415.61,28.19,6.77,156.68,0.38,2,6.682777778,4.4066
3.6,605.18,15174.17,5437.21,28.02,6.7,156.83,0.38,2,6.683055556,4.4066
3.63,605.18,15150.72,5422.8,27.85,6.75,156.53,0.39,2,6.683333333,4.4066
3.26,605.18,15221.2,5422.8,27.96,6.76,156.83,0.38,2,6.683611111,4.4066
3.63,605.18,15221.2,5408.43,27.91,6.74,156.45,0.38,2,6.683888889,4.4066
3.59,605.18,15197.67,5422.8,27.96,6.75,156.68,0.38,2,6.684166667,4.4066
3.63,605.18,15197.67,5408.43,28.02,6.75,156.83,0.38,2,6.684444444,4.4066
3.64,605.18,15127.33,5408.43,27.96,6.75,156.53,0.38,2,6.684722222,4.4066
3.61,605.18,14826.75,5437.21,28.08,6.74,156.9,0.36,2,6.685,4.4066
3.63,605.18,15103.95,5430,27.25,6.72,156.68,0.37,2,6.685277778,4.4066
3.63,605.18,15244.78,5415.61,27.91,6.76,156.83,0.38,2,6.685555556,4.4066
3.64,605.18,15174.17,5725.47,28.13,6.72,156.23,0.37,2,6.685833333,4.4066
3.64,605.18,15197.67,5444.43,27.85,6.76,156.98,0.38,2,6.686111111,4.4066
3.6,605.18,15221.2,5430,28.82,6.78,156.68,0.39,2,6.686388889,4.4066
3.62,605.18,15150.72,5437.21,28.25,6.77,156.9,0.38,2,6.686666667,4.4066
3.61,605.18,15221.2,5422.8,28.3,6.76,156.98,0.38,2,6.686944444,4.4066
3.73,605.18,15221.2,5437.21,28.13,6.77,157.05,0.38,2,6.687222222,4.4066
3.84,605.18,15244.78,5422.8,28.08,6.78,157.58,0.37,2,6.6875,4.4066
3.61,605.18,15197.67,5437.21,28.02,6.76,156.98,0.38,2,6.687777778,4.4066
3.73,605.18,15221.2,5422.8,27.85,6.76,156.83,0.38,2,6.688055556,4.4066
3.66,605.18,15197.67,5437.21,27.74,6.74,156.83,0.37,2,6.688333333,4.4066
3.69,605.18,15244.78,5437.21,27.91,6.76,156.83,0.38,2,6.688611111,4.4066
3.66,605.18,15244.78,5415.61,28.36,6.74,156.98,0.38,2,6.688888889,4.4066
3.68,605.18,15244.78,5415.61,28.19,6.8,157.05,0.38,2,6.689166667,4.4066
3.66,605.18,15221.2,5430,28.02,6.76,156.83,0.38,2,6.689444444,4.4066
3.7,605.18,15174.17,5401.25,27.91,6.72,156.98,0.38,2,6.689722222,4.4066
3.66,605.18,15292.05,5379.79,28.08,6.74,156.68,0.38,2,6.69,4.4066
3.64,605.18,15197.67,5422.8,28.02,6.74,156.68,0.38,2,6.690277778,4.4066
3.87,605.18,15244.78,5422.8,27.85,6.74,156.83,0.38,2,6.690555556,4.4066
3.33,605.18,15971.92,5422.8,27.85,6.74,156.83,0.38,2,6.690833333,4.4066
3.74,605.18,15103.95,5437.21,27.96,6.75,157.13,0.38,2,6.691111111,4.4066
3.7,605.18,15221.2,5422.8,27.91,6.75,156.83,0.36,2,6.691388889,4.4066
3.77,605.18,15244.78,5415.61,28.13,6.74,156.9,0.38,2,6.691666667,4.4066
3.78,605.18,15244.78,5430,27.96,6.76,158.34,0.39,2,6.691944444,4.4066
3.77,605.18,15197.67,5422.8,28.13,6.77,156.98,0.38,2,6.692222222,4.4066
3.76,605.18,15292.05,5422.8,27.96,6.75,156.75,0.38,2,6.6925,4.4066
3.78,605.18,15244.78,5408.43,27.91,6.7,157.05,0.38,2,6.692777778,4.4066
3.78,605.18,15197.67,5408.43,27.96,6.72,156.98,0.38,2,6.693055556,4.4066
3.81,605.18,15197.67,5415.61,28.19,6.76,157.05,0.37,2,6.693333333,4.4066
3.68,605.18,15244.78,5437.21,28.19,6.72,157.81,0.38,2,6.693611111,4.4066
3.8,605.18,15221.2,5451.65,27.8,6.75,156.9,0.38,2,6.693888889,4.4066
3.79,605.18,15221.2,5444.43,28.02,6.76,157.2,0.38,2,6.694166667,4.4066
3.81,605.18,15197.67,5430,28.08,6.71,157.28,0.38,2,6.694444444,4.4066
3.57,605.18,15244.78,5401.25,27.96,6.75,156.75,0.37,2,6.694722222,4.4066
3.78,605.18,15197.67,5430,28.02,6.77,157.35,0.38,2,6.695,4.4066
3.81,605.18,15676.38,5430,28.19,6.75,157.28,0.38,2,6.695277778,4.4066
3.83,605.18,15268.39,5437.21,28.02,6.75,157.05,0.38,2,6.695555556,4.4066
3.84,605.18,15197.67,5422.8,28.02,6.75,157.05,0.37,2,6.695833333,4.4066
3.84,605.18,15292.05,5422.8,28.02,6.74,156.75,0.38,2,6.696111111,4.4066
3.87,605.18,15292.05,5422.8,27.63,6.77,157.13,0.38,2,6.696388889,4.4066
3.9,605.18,15244.78,5422.8,27.96,6.75,156.98,0.38,2,6.696666667,4.4066
3.89,605.18,15268.39,5437.21,28.3,6.74,157.28,0.37,2,6.696944444,4.4066
3.95,605.18,15244.78,5408.43,27.96,6.74,156.9,0.38,2,6.697222222,4.4066
3.76,605.18,15174.17,5451.65,27.91,6.72,157.2,0.38,2,6.6975,4.4066
3.86,605.18,15221.2,5415.61,28.13,6.76,157.13,0.38,2,6.697777778,4.4066
3.86,605.18,15244.78,5422.8,27.96,6.85,156.9,0.38,2,6.698055556,4.4066
3.87,605.18,15197.67,5422.8,28.19,6.75,157.13,0.38,2,6.698333333,4.4066
3.73,605.18,15268.39,5437.21,28.36,6.91,156.98,0.38,2,6.698611111,4.4066
3.91,605.18,15057.34,5422.8,28.19,6.75,156.98,0.38,2,6.698888889,4.4066
3.88,605.18,15339.49,5437.21,28.19,6.76,157.28,0.38,2,6.699166667,4.4066
3.91,605.18,15292.05,5437.21,28.08,6.77,157.35,0.38,2,6.699444444,4.4066
3.93,605.18,15221.2,5422.8,27.96,6.76,157.05,0.38,2,6.699722222,4.4066
3.95,605.18,15244.78,5415.61,28.08,6.74,157.28,0.38,2,6.7,4.4066
3.95,605.18,15174.17,5430,27.69,6.7,156.83,0.38,2,6.700277778,4.4066
3.93,605.18,15292.05,5437.21,28.19,6.74,156.98,0.38,2,6.700555556,4.4066
4.1,605.18,15221.2,5437.21,27.91,6.75,157.43,0.38,2,6.700833333,4.4066
3.93,605.18,15292.05,5437.21,28.08,6.74,157.35,0.38,2,6.701111111,4.4066
3.74,605.18,15244.78,5437.21,28.08,6.72,156.75,0.38,2,6.701388889,4.4066
3.54,605.18,15244.78,5451.65,28.3,6.75,157.35,0.38,2,6.701666667,4.4066
3.91,605.18,15363.28,5430,28.13,6.72,157.28,0.38,2,6.701944444,4.4066
3.89,605.18,15268.39,5430,28.08,6.76,157.28,0.38,2,6.702222222,4.4066
3.96,605.18,15197.67,5466.13,27.96,6.9,157.28,0.37,2,6.7025,4.4066
3.91,605.18,15221.2,5444.43,28.13,6.75,157.13,0.38,2,6.702777778,4.4066
